what,kind,bundleId,bundleVersion,description,time
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1332161377785
os,sysinfo,,,"win32",1332161377791
arch,sysinfo,,,"x86_64",1332161377791
ws,sysinfo,,,"win32",1332161377791
locale,sysinfo,,,"en_IN",1332161377791
processors,sysinfo,,,"4",1332161377791
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332161377791
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1332161377791
java.specification.name,sysinfo,,,"Java Platform API Specification",1332161377791
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332161377791
java.specification.version,sysinfo,,,"1.6",1332161377791
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332161377791
java.version,sysinfo,,,"1.6.0_23",1332161377791
java.vm.info,sysinfo,,,"mixed mode",1332161377791
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1332161377791
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332161377791
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332161377791
java.vm.specification.version,sysinfo,,,"1.0",1332161377791
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332161377791
java.vm.version,sysinfo,,,"19.0-b09",1332161377791
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1332161382254
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1332161382407
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1332161383677
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1332161386344
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1332161968423
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1332161968455
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1332161974699
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1332161974710
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1332161974780
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1332161974894
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1332161975469
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1332161976443
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1332161977040
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1332161977360
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1332161977467
opened,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332161978106
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332161978194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332161978225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332162197860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332162203055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332162214313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1332162214324
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332162229622
