what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332152828652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332152946064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332152946983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153060221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153081908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153249269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153273587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1332153273646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153277956
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332153280936
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332153355289
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1332153361515
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332153527168
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1332153527198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153542251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153638200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153643257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153939466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153939987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332153940576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332154049467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332154634957
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332154641922
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332154648646
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332154648692
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332154658487
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332154658874
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332154658918
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332154672959
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332154673126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332154695080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332155041194
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1332155043242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332155090137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332155098124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332155151489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332155155183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332155168311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332155173614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332155194438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332156385763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1332156388415
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1332156388469
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332156399011
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332156399060
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332156403921
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1332156404889
